"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season","MVP","First","Share","Team.Wins"
"123","LaPhonso Ellis","PF",29,"ATL",58,8,22.6,3.6,8,0.45,0.1,0.4,0.143,3.6,7.6,0.465,0.454,1.1,1.6,0.695,1.7,3.3,5,1,0.6,0.4,0.9,2.3,8.4,"2000",FALSE,0,0,28
"126","Patrick Ewing","C",37,"NYK",62,62,32.8,5.8,12.5,0.466,0,0,0,5.8,12.5,0.467,0.466,3.3,4.6,0.731,2.3,7.5,9.7,0.9,0.6,1.4,2.3,3.2,15,"2000",FALSE,0,0,50
"127","Tony Farmer","PF",30,"GSW",74,9,16.2,1.7,4.2,0.407,0.1,0.6,0.182,1.6,3.6,0.444,0.42,2.7,3.6,0.766,1.6,2.4,4,1,0.9,0.2,1.1,2.3,6.3,"2000",FALSE,0,0,19
"128","Jamie Feick","C",25,"NJN",81,17,27.7,2.2,5.2,0.428,0,0,1,2.2,5.2,0.424,0.431,1.2,1.6,0.707,3.3,6.1,9.3,0.8,0.5,0.5,0.7,2.5,5.7,"2000",FALSE,0,0,31
"129","Danny Ferry","PF",33,"CLE",63,3,21,3,6,0.497,0.5,1.2,0.44,2.5,4.8,0.511,0.541,0.8,0.9,0.912,0.9,2.9,3.8,1.1,0.3,0.4,0.9,2.9,7.3,"2000",FALSE,0,0,32
"130","Michael Finley","SF",26,"DAL",82,82,42.2,9.1,20,0.457,1.2,3,0.401,7.9,16.9,0.467,0.487,3.2,3.9,0.82,1.5,4.8,6.3,5.3,1.3,0.4,2.4,2.1,22.6,"2000",FALSE,0,0.001,40
"131","Derek Fisher","PG",25,"LAL",78,22,23.1,2.1,6.2,0.346,0.7,2.1,0.313,1.5,4.1,0.363,0.4,1.3,1.9,0.724,0.3,1.6,1.8,2.8,1,0,1,1.9,6.3,"2000",FALSE,0,0,67
"133","Greg Foster","PF",31,"SEA",60,5,12,1.5,3.7,0.406,0.1,0.3,0.2,1.5,3.5,0.421,0.413,0.3,0.5,0.643,0.3,1.5,1.8,0.7,0.2,0.3,0.5,1.8,3.4,"2000",FALSE,0,0,45
"135","Rick Fox","SF",30,"LAL",82,1,18,2.5,6.1,0.414,0.7,2.2,0.326,1.8,3.9,0.464,0.473,0.8,1,0.808,0.8,1.6,2.4,1.7,0.6,0.3,1.1,2.5,6.5,"2000",FALSE,0,0,67
"137","Steve Francis","PG",22,"HOU",77,77,36.1,6.5,14.5,0.445,1.4,4,0.345,5.1,10.5,0.483,0.493,3.7,4.7,0.786,2,3.3,5.3,6.6,1.5,0.4,4,3,18,"2000",FALSE,0,0,34
"139","Lawrence Funderburke","PF",29,"SAC",75,1,13.7,2.5,4.7,0.523,0,0,0,2.5,4.7,0.526,0.523,1.5,2.2,0.706,1.3,1.8,3.1,0.4,0.4,0.3,0.5,1.2,6.4,"2000",FALSE,0,0,44
"140","Kevin Garnett","PF",23,"MIN",81,81,40,9.4,18.8,0.497,0.4,1,0.37,9,17.8,0.504,0.507,3.8,5,0.765,2.8,9,11.8,5,1.5,1.6,3.3,2.5,22.9,"2000",FALSE,0,0.337,50
"143","Pat Garrity","SF",23,"ORL",82,1,18,3.1,7.1,0.441,1,2.4,0.401,2.2,4.7,0.461,0.509,1,1.4,0.721,0.5,2,2.6,0.7,0.4,0.2,1,2.4,8.2,"2000",FALSE,0,0,41
"145","Matt Geiger","C",30,"PHI",65,20,21.6,4,9.1,0.441,0,0.1,0,4,9,0.444,0.441,1.7,2.2,0.779,2.4,3.6,6,0.6,0.4,0.3,1.4,3,9.7,"2000",FALSE,0,0,49
"146","Devean George","SF",22,"LAL",49,1,7,1.1,2.9,0.389,0.3,1,0.34,0.8,2,0.412,0.444,0.6,0.8,0.659,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1.1,3.2,"2000",FALSE,0,0,67
"147","Kendall Gill","SF",31,"NJN",76,75,31,5.2,12.6,0.414,0.3,1,0.256,4.9,11.6,0.428,0.425,2.4,3.4,0.71,1.1,2.6,3.7,2.8,1.8,0.5,1.2,2.8,13.1,"2000",FALSE,0,0,31
"148","Armen Gilliam","PF",35,"UTA",50,0,15.6,2.7,6.1,0.436,0,0,0,2.7,6.1,0.438,0.436,1.3,1.7,0.779,1.4,2.7,4.2,0.8,0.2,0.3,1.1,1.7,6.7,"2000",FALSE,0,0,55
"150","Brian Grant","PF",27,"POR",63,14,21,2.7,5.6,0.491,0,0,0.5,2.7,5.6,0.491,0.493,1.8,2.6,0.675,1.9,3.5,5.5,1,0.5,0.4,1.3,2.6,7.3,"2000",FALSE,0,0,59
"152","Horace Grant","PF",34,"SEA",76,76,35.4,3.5,7.9,0.444,0,0.1,0,3.5,7.8,0.447,0.444,1.1,1.5,0.721,2.2,5.6,7.8,2.5,0.7,0.8,0.8,2.5,8.1,"2000",FALSE,0,0,45
"154","A.C. Green","PF",36,"LAL",82,82,23.5,2.1,4.7,0.447,0,0,0.25,2.1,4.7,0.449,0.448,0.8,1.2,0.695,2,4,5.9,1,0.6,0.2,0.6,1.5,5,"2000",FALSE,0,0,67
"155","Adrian Griffin","SG",25,"BOS",72,47,26.8,2.4,5.7,0.424,0.2,0.8,0.281,2.2,4.9,0.447,0.443,1.7,2.2,0.753,1.8,3.4,5.2,2.5,1.6,0.2,1.3,3.1,6.7,"2000",FALSE,0,0,35
"156","Tom Gugliotta","PF",30,"PHO",54,54,32.7,5.7,11.9,0.481,0,0.1,0.125,5.7,11.8,0.485,0.481,2.2,2.8,0.775,2.6,5.3,7.9,2.3,1.5,0.6,2,2.8,13.7,"2000",FALSE,0,0,53
"158","Richard Hamilton","SG",21,"WAS",71,12,19.3,3.6,8.5,0.42,0.4,1.1,0.364,3.2,7.4,0.428,0.443,1.5,1.9,0.774,0.5,1.3,1.8,1.5,0.4,0.1,1.2,2,9,"2000",FALSE,0,0,29
"161","Anfernee Hardaway","SG",28,"PHO",60,60,37.6,6.3,13.3,0.474,0.6,1.7,0.324,5.8,11.6,0.496,0.494,3.8,4.8,0.79,1.5,4.3,5.8,5.3,1.6,0.6,2.6,2.7,16.9,"2000",FALSE,0,0,53
"162","Tim Hardaway","PG",33,"MIA",52,52,32.2,4.7,12.3,0.386,1.8,4.9,0.367,2.9,7.3,0.398,0.459,2.1,2.6,0.827,0.5,2.4,2.9,7.4,0.9,0.1,2.3,2.2,13.4,"2000",FALSE,0,0,52
"163","Ron Harper","PG",36,"LAL",80,78,25.5,2.7,6.6,0.399,0.4,1.3,0.311,2.2,5.3,0.421,0.43,1.3,1.8,0.68,1.2,3,4.2,3.4,1.1,0.5,1.7,2.1,7,"2000",FALSE,0,0,67
"165","Al Harrington","PF",19,"IND",50,0,17.1,2.4,5.3,0.458,0.2,0.7,0.235,2.3,4.6,0.491,0.473,1.6,2.2,0.703,0.9,2.2,3.2,0.8,0.5,0.2,1.3,2.6,6.6,"2000",FALSE,0,0,56
"166","Othella Harrington","PF",26,"VAN",82,82,32.6,5.1,10.1,0.506,0,0,0,5.1,10.1,0.507,0.506,2.9,3.6,0.792,2.4,4.5,6.9,1.2,0.4,0.7,2.6,3.5,13.1,"2000",FALSE,0,0,22
"167","Lucious Harris","SG",29,"NJN",77,11,19.6,2.6,6,0.428,0.5,1.5,0.33,2.1,4.5,0.46,0.469,1,1.3,0.798,0.7,1.7,2.4,1.3,0.8,0.1,0.5,1.3,6.7,"2000",FALSE,0,0,31
"169","Hersey Hawkins","SG",33,"CHI",61,49,26.6,2.6,6.1,0.424,0.9,2.3,0.39,1.7,3.8,0.444,0.497,1.8,2,0.899,0.5,2.4,2.9,2.2,1.2,0.2,1.6,2.4,7.9,"2000",FALSE,0,0,17
"171","Alan Henderson","PF",27,"ATL",82,82,33.8,5.2,11.3,0.461,0,0.1,0.1,5.2,11.2,0.465,0.462,2.7,4.1,0.671,3.2,3.7,7,0.9,1,0.7,1.7,2.8,13.2,"2000",FALSE,0,0,28
"172","Cedric Henderson","SF",24,"CLE",61,7,18.1,2.1,5.3,0.396,0,0.2,0.067,2.1,5.1,0.412,0.397,1.1,1.7,0.663,0.6,1.7,2.3,0.9,0.6,0.3,1.1,1.6,5.4,"2000",FALSE,0,0,32
"174","Chris Herren","PG",24,"DEN",45,1,13.3,1,2.8,0.363,0.5,1.5,0.358,0.5,1.3,0.368,0.46,0.6,0.9,0.675,0.3,0.9,1.2,2.5,0.3,0,0.9,1.6,3.1,"2000",FALSE,0,0,35
"175","Grant Hill","SF",27,"DET",74,74,37.5,9.4,19.2,0.489,0.5,1.3,0.347,8.9,17.9,0.5,0.501,6.5,8.2,0.795,1.3,5.3,6.6,5.2,1.4,0.6,3.2,2.6,25.8,"2000",FALSE,0,0.093,42
"176","Tyrone Hill","PF",31,"PHI",68,65,31.7,4.7,9.6,0.485,0,0,0,4.7,9.6,0.485,0.485,2.6,3.8,0.691,3.2,6,9.2,0.8,0.9,0.4,1.8,3.6,12,"2000",FALSE,0,0,49
"179","Jeff Hornacek","SG",36,"UTA",77,77,27.7,4.6,9.5,0.492,0.9,1.8,0.478,3.8,7.7,0.495,0.537,2.2,2.3,0.95,0.6,1.7,2.4,2.6,0.9,0.2,1.5,1.9,12.4,"2000",FALSE,0,0,55
"180","Robert Horry","PF",29,"LAL",76,0,22.2,2.1,4.8,0.438,0.4,1.2,0.309,1.7,3.5,0.483,0.478,1.2,1.5,0.788,1.8,3,4.8,1.6,1.1,1.1,1,2.5,5.7,"2000",FALSE,0,0,67
"181","Allan Houston","SG",28,"NYK",82,82,38.6,7.5,15.5,0.483,1.3,3,0.436,6.2,12.5,0.494,0.525,3.4,4.1,0.838,0.5,2.8,3.3,2.7,0.8,0.2,2.3,2.7,19.7,"2000",FALSE,0,0,50
"182","Juwan Howard","PF",26,"WAS",82,82,35.5,6.2,13.5,0.459,0,0.1,0,6.2,13.4,0.462,0.459,2.5,3.4,0.735,1.6,4.1,5.7,3,0.8,0.3,2.7,3.6,14.9,"2000",FALSE,0,0,29
"183","Troy Hudson","PG",23,"LAC",62,38,25.7,3.3,8.7,0.377,1,3.1,0.311,2.3,5.6,0.414,0.433,1.2,1.5,0.811,0.5,1.9,2.4,3.9,0.7,0,1.7,1,8.8,"2000",FALSE,0,0,15
"186","Lindsey Hunter","PG",29,"DET",82,82,35.6,4.6,10.9,0.425,2,4.7,0.432,2.6,6.1,0.419,0.519,1.4,1.9,0.76,0.4,2.6,3,4,1.6,0.3,1.8,2.6,12.7,"2000",FALSE,0,0,42
"187","Allen Iverson","SG",24,"PHI",70,70,40.8,10.4,24.8,0.421,1.3,3.7,0.341,9.1,21,0.435,0.446,6.3,8.9,0.713,1,2.8,3.8,4.7,2.1,0.1,3.3,2.3,28.4,"2000",FALSE,1,0.109,49
"188","Bobby Jackson","PG",26,"MIN",73,10,14.2,1.9,4.7,0.405,0.2,0.6,0.283,1.7,4.1,0.423,0.423,1,1.3,0.776,0.7,1.4,2.1,2.4,0.7,0.1,0.8,1.6,5.1,"2000",FALSE,0,0,50
"189","Jaren Jackson","SG",32,"SAS",81,12,20.9,2.3,6,0.381,1.3,3.8,0.353,1,2.2,0.429,0.492,0.4,0.6,0.647,0.4,1.8,2.2,1.5,0.7,0.1,0.8,1.9,6.3,"2000",FALSE,0,0,53
"191","Jim Jackson","SF",29,"ATL",79,76,35,6.4,15.6,0.411,1.5,3.8,0.386,4.9,11.8,0.418,0.458,2.4,2.7,0.877,1.3,3.7,5,2.9,0.7,0.1,2.3,2.1,16.7,"2000",FALSE,0,0,28
"192","Mark Jackson","PG",34,"IND",81,81,27,3,7,0.432,1.1,2.7,0.403,1.9,4.3,0.45,0.51,1,1.2,0.806,0.8,2.9,3.7,8,0.9,0.1,2.1,1.4,8.1,"2000",FALSE,0,0,56
"196","Antawn Jamison","SF",23,"GSW",43,41,36.2,8.3,17.6,0.471,0,0.2,0.286,8.2,17.4,0.473,0.472,3,4.8,0.611,4,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.6,"2000",FALSE,0,0,19
"199","Avery Johnson","PG",34,"SAS",82,82,31.4,4.9,10.4,0.473,0,0.1,0.111,4.9,10.3,0.477,0.474,1.4,1.9,0.735,0.4,1.5,1.9,6,0.9,0.2,1.7,1.8,11.2,"2000",FALSE,0,0,53
"201","Ervin Johnson","C",32,"MIL",80,74,26.6,1.8,3.5,0.516,0,0,0,1.8,3.5,0.518,0.516,1.2,2,0.605,2.9,5.2,8.1,0.6,1,1.6,1,3.7,4.8,"2000",FALSE,0,0,42
"203","Larry Johnson","PF",30,"NYK",70,68,32.6,4,9.3,0.433,0.8,2.5,0.333,3.2,6.8,0.469,0.477,1.8,2.4,0.766,1.2,4.2,5.4,2.5,0.6,0.1,1.3,2.9,10.7,"2000",FALSE,0,0,50
"204","Charles Jones","PG",24,"LAC",56,0,11.8,1.2,3.6,0.328,0.7,2.1,0.331,0.5,1.5,0.325,0.425,0.3,0.4,0.739,0.3,0.8,1.1,1.7,0.5,0.1,0.5,0.8,3.4,"2000",FALSE,0,0,15
"206","Eddie Jones","SG",28,"CHH",72,72,39,6.6,15.5,0.427,1.8,4.7,0.375,4.9,10.8,0.45,0.484,5,5.8,0.864,1.1,3.6,4.8,4.2,2.7,0.7,2.2,2.4,20.1,"2000",FALSE,0,0,49
"210","Adam Keefe","C",29,"UTA",62,3,9.7,0.9,2.1,0.408,0,0,0,0.9,2.1,0.411,0.408,0.5,0.6,0.806,0.7,1.5,2.2,0.5,0.3,0.2,0.7,1.5,2.2,"2000",FALSE,0,0,55
"211","Shawn Kemp","C",30,"CLE",82,82,30.4,5.9,14.1,0.417,0,0.1,0.333,5.9,14.1,0.418,0.418,6,7.7,0.776,2.8,6,8.8,1.7,1.2,1.2,3.5,4.5,17.8,"2000",FALSE,0,0,32
"213","Jerome Kersey","SF",37,"SAS",72,18,18.2,2,4.9,0.412,0,0.1,0,2,4.8,0.423,0.412,0.4,0.6,0.707,0.8,2.3,3.1,1,0.9,0.7,0.7,2.2,4.5,"2000",FALSE,0,0,53
"215","Jason Kidd","PG",26,"PHO",67,67,39,5.2,12.8,0.409,0.8,2.5,0.337,4.4,10.3,0.427,0.442,3,3.7,0.829,1.4,5.8,7.2,10.1,2,0.4,3.4,2.2,14.3,"2000",FALSE,0,0.021,53
"217","Kerry Kittles","SG",25,"NJN",62,61,30.6,4.9,11.3,0.437,1.5,3.9,0.4,3.4,7.4,0.456,0.506,1.6,2,0.795,0.7,2.9,3.6,2.3,1.3,0.3,0.9,1.9,13,"2000",FALSE,0,0,31
"219","Brevin Knight","PG",24,"CLE",65,46,27,3.5,8.6,0.412,0,0.2,0.2,3.5,8.4,0.416,0.414,2.2,2.8,0.761,0.6,2.4,3,7,1.6,0.3,2.4,2.8,9.3,"2000",FALSE,0,0,32
"222","Christian Laettner","C",30,"DET",82,82,29.8,4.6,9.8,0.473,0.1,0.3,0.292,4.5,9.5,0.479,0.478,2.9,3.6,0.812,2.1,4.6,6.7,2.3,1,0.5,2.3,4,12.2,"2000",FALSE,0,0,42
"223","Raef LaFrentz","C",23,"DEN",81,80,30.1,4.8,10.9,0.446,0.7,2.3,0.328,4.1,8.6,0.477,0.48,2,2.9,0.686,2.1,5.8,7.9,1.2,0.5,2.2,1.2,3.6,12.4,"2000",FALSE,0,0,35
"229","Voshon Lenard","SG",26,"MIA",53,13,27.1,4.3,10.6,0.407,1.7,4.3,0.39,2.6,6.3,0.419,0.487,1.6,2,0.792,0.7,2.2,2.9,2.6,0.8,0.3,1.5,2.4,11.9,"2000",FALSE,0,0,52
"230","Quincy Lewis","SG",22,"UTA",74,0,12.1,1.5,4,0.372,0.3,0.9,0.365,1.2,3.2,0.374,0.411,0.5,0.7,0.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8,"2000",FALSE,0,0,55
"231","Rashard Lewis","SF",20,"SEA",82,8,19.2,3.4,6.9,0.486,0.5,1.5,0.333,2.9,5.4,0.527,0.521,1,1.5,0.683,1.5,2.5,4.1,0.9,0.8,0.4,1,2,8.2,"2000",FALSE,0,0,45
"232","Randy Livingston","PG",24,"PHO",79,15,13.7,2,4.7,0.416,0.2,0.7,0.345,1.7,4,0.428,0.441,0.7,0.8,0.839,0.3,1.3,1.6,2.2,0.6,0.2,1.2,1.6,4.8,"2000",FALSE,0,0,53
"233","Grant Long","PF",33,"VAN",42,1,21.9,1.8,4,0.443,0,0.1,0,1.8,3.9,0.454,0.443,1.3,1.7,0.775,2,3.5,5.6,1,1.1,0.2,1.2,2.6,4.8,"2000",FALSE,0,0,22
"235","Felipe Lopez","SG",25,"VAN",65,0,12,1.7,4,0.425,0,0.3,0.167,1.7,3.7,0.444,0.431,1,1.7,0.615,0.9,1,1.9,0.7,0.5,0.3,0.8,1.4,4.5,"2000",FALSE,0,0,22
"237","George Lynch","SF",29,"PHI",75,75,32.2,4,8.6,0.461,0.2,0.5,0.417,3.8,8.1,0.464,0.473,1.5,2.4,0.617,2.9,4.9,7.8,1.8,1.6,0.5,1.6,3.1,9.6,"2000",FALSE,0,0,49
"241","Corey Maggette","SF",20,"ORL",77,5,17.8,2.9,6.1,0.478,0,0.1,0.182,2.9,5.9,0.485,0.48,2.5,3.4,0.751,1.6,2.3,3.9,0.8,0.3,0.3,1.8,2.2,8.4,"2000",FALSE,0,0,41
"242","Dan Majerle","SG",34,"MIA",69,69,33.4,2.5,6.1,0.403,1.6,4.4,0.362,0.9,1.7,0.508,0.533,0.8,1,0.812,0.4,4.4,4.8,3,1.3,0.2,0.9,2.3,7.3,"2000",FALSE,0,0,52
"243","Karl Malone","PF",36,"UTA",82,82,35.9,9.2,18,0.509,0,0.1,0.25,9.1,17.9,0.511,0.51,7.2,9,0.797,2.1,7.4,9.5,3.7,1,0.9,2.8,2.8,25.5,"2000",FALSE,0,0.258,55
"244","Matt Maloney","PG",28,"CHI",51,12,23,2.2,6.2,0.358,1.2,3.4,0.356,1,2.8,0.361,0.456,0.7,0.9,0.822,0.2,1.1,1.3,2.7,0.6,0.1,1.2,0.8,6.4,"2000",FALSE,0,0,17
"245","Danny Manning","PF",33,"MIL",72,0,16.9,2.1,4.7,0.44,0,0.1,0.25,2.1,4.7,0.442,0.441,0.5,0.7,0.654,0.7,2.2,2.9,1,0.9,0.4,0.8,2.5,4.6,"2000",FALSE,0,0,42
"246","Stephon Marbury","PG",22,"NJN",74,74,38.9,7.7,17.8,0.432,0.9,3.1,0.283,6.8,14.6,0.464,0.457,5.9,7.2,0.813,0.8,2.4,3.2,8.4,1.5,0.2,3.6,2.6,22.2,"2000",FALSE,0,0,31
"247","Shawn Marion","SF",21,"PHO",51,38,24.7,4.4,9.2,0.471,0.1,0.4,0.182,4.3,8.8,0.486,0.476,1.4,1.7,0.847,2.1,4.5,6.5,1.4,0.7,1,1,2.2,10.2,"2000",FALSE,0,0,53
"250","Donyell Marshall","PF",26,"GSW",64,51,32.4,5.2,13.1,0.394,0.8,2.2,0.355,4.4,11,0.402,0.423,3.1,4,0.78,3,7,10,2.6,1.1,1.1,1.9,2.8,14.2,"2000",FALSE,0,0,19
"251","Darrick Martin","PG",28,"SAC",71,1,12.6,1.9,4.9,0.38,0.5,1.7,0.306,1.3,3.2,0.42,0.434,1.4,1.7,0.824,0.1,0.5,0.6,1.7,0.4,0,0.9,1.3,5.7,"2000",FALSE,0,0,44
"252","Jamal Mashburn","SF",27,"MIA",76,76,37.2,6.8,15.2,0.445,1.5,3.7,0.403,5.3,11.6,0.458,0.493,2.4,3.1,0.778,0.8,4.2,5,3.9,1,0.2,2.4,2.8,17.5,"2000",FALSE,0,0,52
"253","Anthony Mason","SF",33,"CHH",82,81,38.2,3.9,8.1,0.48,0,0,0,3.9,8,0.48,0.48,3.8,5.1,0.746,1.8,6.8,8.5,4.5,0.9,0.4,2,2.7,11.6,"2000",FALSE,0,0,49
"255","Vernon Maxwell","SG",34,"SEA",47,0,21,3.6,10.4,0.345,1.4,4.7,0.3,2.2,5.7,0.382,0.413,2.3,3.1,0.73,0.3,1.4,1.7,1.6,0.8,0.2,1.1,1.8,10.9,"2000",FALSE,0,0,45
"256","Walter McCarty","PF",25,"BOS",61,5,14.4,1.3,3.8,0.339,0.6,1.8,0.309,0.7,2,0.367,0.413,0.6,0.9,0.722,0.5,1.3,1.8,1.1,0.4,0.4,1.1,1.4,3.8,"2000",FALSE,0,0,35
"257","George McCloud","SF",32,"DEN",78,11,27.2,3.4,8.2,0.417,1.4,3.6,0.378,2,4.6,0.448,0.501,1.9,2.3,0.818,0.9,2.7,3.7,3.2,0.6,0.3,1.7,2.3,10.1,"2000",FALSE,0,0,35
"259","Antonio McDyess","PF",25,"DEN",81,81,33.3,7.6,15,0.507,0,0,0,7.6,14.9,0.508,0.507,4,6.4,0.626,2.9,5.6,8.5,2,0.9,1.7,2.8,3.9,19.1,"2000",FALSE,0,0,35
"260","Tracy McGrady","SF",20,"TOR",79,34,31.2,5.8,12.9,0.451,0.2,0.8,0.277,5.6,12.1,0.463,0.46,3.5,5,0.707,2.4,4,6.3,3.3,1.1,1.9,2,2.5,15.4,"2000",FALSE,0,0,45
"264","Aaron McKie","SG",27,"PHI",82,14,23.8,3,7.2,0.411,0.5,1.5,0.364,2.4,5.8,0.424,0.449,1.5,1.8,0.829,0.6,2.4,3,2.9,1.3,0.2,1.4,2.4,8,"2000",FALSE,0,0,49
"265","Roshown McLeod","SF",24,"ATL",44,20,19.5,3,7.5,0.395,0,0.3,0.154,2.9,7.3,0.404,0.398,1.2,1.6,0.771,0.9,2.2,3.1,1.2,0.4,0.1,1.3,1.9,7.2,"2000",FALSE,0,0,28
"267","Andre Miller","PG",23,"CLE",82,36,25.5,4.1,9.2,0.449,0.1,0.6,0.204,4,8.6,0.466,0.456,2.8,3.6,0.774,1,2.4,3.4,5.8,1,0.2,2,2.4,11.1,"2000",FALSE,0,0,32
"269","Brad Miller","C",23,"CHH",55,4,17.5,2.5,5.3,0.461,0,0,0,2.5,5.3,0.464,0.461,2.8,3.5,0.785,2.1,3.3,5.3,0.8,0.4,0.6,0.9,2,7.7,"2000",FALSE,0,0,49
"271","Reggie Miller","SG",34,"IND",81,81,36.9,5.8,12.9,0.448,2,5,0.408,3.7,7.9,0.473,0.527,4.6,5,0.919,0.6,2.3,3,2.3,1,0.3,1.6,1.6,18.1,"2000",FALSE,0,0.001,56
"273","Terry Mills","PF",32,"DET",82,78,22.5,2.6,6,0.439,1.2,3,0.393,1.5,3,0.484,0.536,0.3,0.4,0.735,0.6,4.1,4.8,1,0.5,0.3,0.6,3,6.7,"2000",FALSE,0,0,42
"275","Sam Mitchell","SF",36,"MIN",66,24,18.6,2.5,5.7,0.447,0.2,0.3,0.435,2.4,5.3,0.448,0.46,1.2,1.4,0.88,0.4,1.7,2.1,1.7,0.4,0.2,0.7,1.8,6.5,"2000",FALSE,0,0,50
"276","Cuttino Mobley","SG",24,"HOU",81,8,30.8,5.4,12.5,0.43,1.3,3.6,0.356,4.1,8.9,0.46,0.481,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1,15.8,"2000",FALSE,0,0,34
"280","Alonzo Mourning","C",29,"MIA",79,78,34.8,8.3,15,0.551,0,0.1,0,8.3,14.9,0.553,0.551,5.2,7.4,0.711,2.7,6.8,9.5,1.6,0.5,3.7,2.7,3.9,21.7,"2000",FALSE,0,0.303,52
"281","Chris Mullin","SG",36,"IND",47,2,12.4,1.7,4,0.428,1,2.3,0.409,0.7,1.6,0.455,0.548,0.8,0.9,0.902,0.3,1.3,1.6,0.8,0.6,0.2,0.6,1.3,5.1,"2000",FALSE,0,0,56
"284","Lamond Murray","SF",26,"CLE",74,72,32,6.2,13.8,0.451,0.7,1.9,0.367,5.5,11.9,0.465,0.476,2.8,3.6,0.761,1.7,4,5.7,1.8,1.4,0.5,2.5,2.8,15.9,"2000",FALSE,0,0,32
"285","Tracy Murray","SF",28,"WAS",80,8,22.9,3.6,8.4,0.433,1.4,3.3,0.43,2.2,5.1,0.435,0.517,1.5,1.8,0.851,0.8,2.6,3.4,0.9,0.6,0.3,1.1,2.3,10.2,"2000",FALSE,0,0,29
"287","Steve Nash","PG",25,"DAL",56,27,27.4,3.1,6.5,0.477,1.1,2.7,0.403,2,3.8,0.528,0.559,1.3,1.5,0.882,0.6,1.6,2.2,4.9,0.7,0.1,1.8,2.2,8.6,"2000",FALSE,0,0,40
"288","Tyrone Nesby","SG",24,"LAC",73,39,31.7,5,12.5,0.398,1.3,3.8,0.335,3.7,8.7,0.426,0.449,2.1,2.6,0.791,1.1,2.6,3.8,1.7,1,0.4,1.4,2.8,13.3,"2000",FALSE,0,0,15
"289","Rasho Nesterovic","C",23,"MIN",82,55,21,2.5,5.3,0.476,0,0,0,2.5,5.3,0.478,0.476,0.7,1.3,0.573,1.6,3,4.6,1.1,0.3,1,0.9,3.2,5.7,"2000",FALSE,0,0,50
"290","Johnny Newman","SF",36,"NJN",82,9,21.5,3.4,7.6,0.446,0.9,2.3,0.379,2.5,5.3,0.476,0.504,2.3,2.8,0.838,0.5,1.4,1.9,0.8,0.6,0.1,1.1,2.5,10,"2000",FALSE,0,0,31
"292","Dirk Nowitzki","PF",21,"DAL",82,81,35.8,6.3,13.6,0.461,1.4,3.7,0.379,4.9,9.9,0.491,0.513,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,"2000",FALSE,0,0,40
"293","Jermaine O'Neal","C",21,"POR",70,8,12.3,1.5,3.2,0.486,0,0,0,1.5,3.2,0.489,0.486,0.8,1.4,0.582,1.4,1.9,3.3,0.3,0.2,0.8,0.7,1.8,3.9,"2000",FALSE,0,0,59
"294","Shaquille O'Neal","C",27,"LAL",79,79,40,12.1,21.1,0.574,0,0,0,12.1,21.1,0.575,0.574,5.5,10.4,0.524,4.3,9.4,13.6,3.8,0.5,3,2.8,3.2,29.7,"2000",TRUE,120,0.998,67
"295","Charles Oakley","PF",36,"TOR",80,80,30.4,2.9,7,0.418,0.2,0.5,0.341,2.8,6.5,0.424,0.43,0.8,1.1,0.776,1.5,5.3,6.8,3.2,1.3,0.6,1.9,3.7,6.9,"2000",FALSE,0,0,45
"296","Lamar Odom","SF",20,"LAC",76,70,36.4,5.9,13.5,0.438,0.8,2.2,0.36,5.1,11.3,0.453,0.467,4,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6,"2000",FALSE,0,0,15
"297","Hakeem Olajuwon","C",37,"HOU",44,28,23.8,4.4,9.6,0.458,0,0,0,4.4,9.5,0.461,0.458,1.6,2.5,0.616,1.5,4.8,6.2,1.4,0.9,1.6,1.7,2,10.3,"2000",FALSE,0,0,34
"300","Greg Ostertag","C",26,"UTA",81,3,19.8,1.5,3.3,0.464,0,0,0,1.5,3.3,0.466,0.464,1.5,2.3,0.636,2.1,3.8,6,0.2,0.2,2.1,1,2.4,4.5,"2000",FALSE,0,0,55
"301","Bo Outlaw","PF",28,"ORL",82,55,28.4,2.5,4.1,0.602,0,0,0,2.5,4.1,0.607,0.602,1,2,0.506,2.5,3.9,6.4,3,1.4,1.8,1.6,2.5,6,"2000",FALSE,0,0,41
"302","Doug Overton","PG",30,"BOS",48,0,9,1.3,3.2,0.396,0.2,0.6,0.357,1.1,2.6,0.405,0.429,0.4,0.4,0.952,0.3,0.4,0.7,1.1,0.2,0,0.4,1,3.2,"2000",FALSE,0,0,35
"305","Scott Padgett","PF",23,"UTA",47,9,9.2,0.9,3,0.314,0.3,0.9,0.295,0.7,2,0.323,0.361,0.4,0.6,0.704,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,2.6,"2000",FALSE,0,0,55
